0	205
1	193
2	153
3	127
4	120
5	119
6	118
7	116
8	111
9	105
10	102
11	100
12	92
13	91
14	89
15	86
16	86
17	85
18	84
19	83
20	83
21	82
22	79
23	78
24	77
25	74
26	72
27	72
28	72
29	70
30	69
31	69
32	68
33	67
34	67
35	66
36	65
37	64
38	63
39	63
40	63
41	61
42	58
43	58
44	57
45	57
46	57
47	56
48	56
49	55
50	55
51	55
52	54
53	54
54	54
55	54
56	54
57	53
58	53
59	52
60	52
61	52
62	51
63	51
64	50
65	49
66	49
67	48
68	48
69	48
70	48
71	47
72	47
73	47
74	47
75	47
76	47
77	45
78	45
79	45
80	45
81	45
82	45
83	45
84	45
85	44
86	44
87	43
88	43
89	42
90	42
91	41
92	40
93	40
94	40
95	40
96	39
97	39
98	39
99	38
100	38
101	38
102	38
103	38
104	38
105	38
106	38
107	37
108	36
109	36
110	36
111	36
112	36
113	36
114	35
115	35
116	35
117	35
118	35
119	35
120	34
121	34
122	33
123	33
124	33
125	33
126	32
127	32
128	32
129	32
130	32
131	32
132	31
133	31
134	31
135	31
136	31
137	30
138	30
139	30
140	30
141	30
142	30
143	29
144	29
145	29
146	29
147	29
148	28
149	27
150	27
151	27
152	27
153	27
154	27
155	27
156	27
157	27
158	27
159	27
160	27
161	27
162	27
163	26
164	26
165	26
166	26
167	26
168	25
169	25
170	25
171	25
172	25
173	25
174	25
175	25
176	25
177	25
178	25
179	24
180	24
181	24
182	24
183	24
184	24
185	24
186	24
187	24
188	24
189	24
190	24
191	23
192	23
193	23
194	23
195	23
196	23
197	23
198	23
199	23
200	23
201	23
202	23
203	22
204	22
205	22
206	22
207	22
208	22
209	22
210	22
211	22
212	22
213	22
214	22
215	22
216	22
217	22
218	22
219	22
220	21
221	21
222	21
223	21
224	21
225	21
226	21
227	21
228	21
229	21
230	21
231	20
232	20
233	20
234	20
235	20
236	20
237	20
238	20
239	20
240	20
241	20
242	20
243	20
244	20
245	20
246	19
247	19
248	19
249	19
250	19
251	19
252	19
253	19
254	19
255	19
256	19
257	19
258	19
259	19
260	19
261	19
262	19
263	19
264	19
265	19
266	19
267	19
268	18
269	18
270	18
271	18
272	18
273	18
274	18
275	18
276	18
277	18
278	18
279	18
280	18
281	18
282	18
283	18
284	17
285	17
286	17
287	17
288	17
289	17
290	17
291	17
292	17
293	17
294	17
295	17
296	17
297	17
298	17
299	16
300	16
301	16
302	16
303	16
304	16
305	16
306	16
307	16
308	16
309	16
310	16
311	16
312	16
313	16
314	16
315	16
316	16
317	16
318	16
319	16
320	16
321	16
322	16
323	15
324	15
325	15
326	15
327	15
328	15
329	15
330	15
331	15
332	15
333	15
334	15
335	15
336	15
337	15
338	15
339	15
340	14
341	14
342	14
343	14
344	14
345	14
346	14
347	14
348	14
349	14
350	14
351	14
352	14
353	14
354	14
355	14
356	14
357	14
358	14
359	14
360	14
361	14
362	14
363	13
364	13
365	13
366	13
367	13
368	13
369	13
370	13
371	13
372	13
373	13
374	13
375	13
376	13
377	13
378	13
379	13
380	13
381	13
382	13
383	13
384	13
385	13
386	13
387	13
388	13
389	13
390	13
391	13
392	12
393	12
394	12
395	12
396	12
397	12
398	12
399	12
400	12
401	12
402	12
403	12
404	12
405	12
406	12
407	12
408	12
409	12
410	12
411	12
412	12
413	12
414	12
415	12
416	12
417	12
418	12
419	12
420	12
421	12
422	12
423	12
424	12
425	12
426	12
427	11
428	11
429	11
430	11
431	11
432	11
433	11
434	11
435	11
436	11
437	11
438	11
439	11
440	11
441	11
442	11
443	11
444	11
445	11
446	11
447	11
448	11
449	11
450	11
451	11
452	11
453	11
454	11
455	11
456	11
457	11
458	11
459	11
460	10
461	10
462	10
463	10
464	10
465	10
466	10
467	10
468	10
469	10
470	10
471	10
472	10
473	10
474	10
475	10
476	10
477	10
478	10
479	10
480	10
481	10
482	10
483	10
484	10
485	10
486	10
487	10
488	10
489	10
490	10
491	10
492	9
493	9
